match_id,team,name,battingStyle,bowlingStyle,playingRole,team1,team2,matchDate,stage,image,description
"T20I # 1847",Bangladesh,"Soumya Sarkar","Left hand Bat","Right arm Medium fast","Middle order Batter",Bangladesh,"South Africa","2022-10-27 00:00:00","Super 12",,"A rarity among Bangladesh allrounders, top-order batter Soumya Sarkar bowls medium pace rather than spin, and occasionally even takes the new ball."
"T20I # 1843",Bangladesh,"Soumya Sarkar","Left hand Bat","Right arm Medium fast","Middle order Batter",Bangladesh,Netherlands,"2022-10-24 00:00:00","Super 12",,"A rarity among Bangladesh allrounders, top-order batter Soumya Sarkar bowls medium pace rather than spin, and occasionally even takes the new ball."
"T20I # 1836",Namibia,"Stephan Baard","Right hand Bat","Right arm Medium fast",Batter,Namibia,U.A.E.,"2022-10-20 00:00:00",Qualifier,,
"T20I # 1830",Namibia,"Stephan Baard","Right hand Bat","Right arm Medium fast",Batter,Namibia,Netherlands,"2022-10-18 00:00:00",Qualifier,,
"T20I # 1823",Namibia,"Stephan Baard","Right hand Bat","Right arm Medium fast",Batter,Namibia,"Sri Lanka","2022-10-16 00:00:00",Qualifier,,
"T20I # 1871",Netherlands,"Stephan Myburgh","Left hand Bat","Right arm Offbreak","Opening Batter",Netherlands,"South Africa","2022-11-06 00:00:00","Super 12",,
"T20I # 1859",Netherlands,"Stephan Myburgh","Left hand Bat","Right arm Offbreak","Opening Batter",Netherlands,Zimbabwe,"2022-11-02 00:00:00","Super 12",,
"T20I # 1852",Netherlands,"Stephan Myburgh","Left hand Bat","Right arm Offbreak","Opening Batter",Netherlands,Pakistan,"2022-10-30 00:00:00","Super 12",,
"T20I # 1848",Netherlands,"Stephan Myburgh","Left hand Bat","Right arm Offbreak","Opening Batter",India,Netherlands,"2022-10-27 00:00:00","Super 12",,
"T20I # 1843",Netherlands,"Stephan Myburgh","Left hand Bat","Right arm Offbreak","Opening Batter",Bangladesh,Netherlands,"2022-10-24 00:00:00","Super 12",,
"T20I # 1835",Netherlands,"Stephan Myburgh","Left hand Bat","Right arm Offbreak","Opening Batter",Netherlands,"Sri Lanka","2022-10-20 00:00:00",Qualifier,,
"T20I # 1830",Netherlands,"Stephan Myburgh","Left hand Bat","Right arm Offbreak","Opening Batter",Namibia,Netherlands,"2022-10-18 00:00:00",Qualifier,,
"T20I # 1825",Netherlands,"Stephan Myburgh","Left hand Bat","Right arm Offbreak","Opening Batter",Netherlands,U.A.E.,"2022-10-16 00:00:00",Qualifier,,
"T20I # 1864",Australia,"Steven Smith","Right hand Bat","Legbreak Googly","Middle order Batter",Australia,Afghanistan,"2022-11-04 00:00:00","Super 12",,"In a career of twists and turns, Steven Smith started out as a legspinner and become Australia's best batter since Sir Donald Bradman, either side of having his career derailed by a ball-tampering scandal that saw him stripped of the captaincy and banned for 12 months."
"T20I # 1855",Australia,"Steven Smith","Right hand Bat","Legbreak Googly","Middle order Batter",Australia,Ireland,"2022-10-31 00:00:00","Super 12",,"In a career of twists and turns, Steven Smith started out as a legspinner and become Australia's best batter since Sir Donald Bradman, either side of having his career derailed by a ball-tampering scandal that saw him stripped of the captaincy and banned for 12 months."
"T20I # 1849b",Australia,"Steven Smith","Right hand Bat","Legbreak Googly","Middle order Batter",Australia,England,"2022-10-28 00:00:00","Super 12",,"In a career of twists and turns, Steven Smith started out as a legspinner and become Australia's best batter since Sir Donald Bradman, either side of having his career derailed by a ball-tampering scandal that saw him stripped of the captaincy and banned for 12 months."
"T20I # 1845",Australia,"Steven Smith","Right hand Bat","Legbreak Googly","Middle order Batter",Australia,"Sri Lanka","2022-10-25 00:00:00","Super 12",,"In a career of twists and turns, Steven Smith started out as a legspinner and become Australia's best batter since Sir Donald Bradman, either side of having his career derailed by a ball-tampering scandal that saw him stripped of the captaincy and banned for 12 months."
"T20I # 1839",Australia,"Steven Smith","Right hand Bat","Legbreak Googly","Middle order Batter",Australia,"New Zealand","2022-10-22 00:00:00","Super 12",,"In a career of twists and turns, Steven Smith started out as a legspinner and become Australia's best batter since Sir Donald Bradman, either side of having his career derailed by a ball-tampering scandal that saw him stripped of the captaincy and banned for 12 months."
"T20I # 1878",India,"Suryakumar Yadav","Right hand Bat","Right arm Medium, Right arm Offbreak",Batter,England,India,"2022-11-10 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331163.png","Hard-hitting 360-degree batter Suryakumar Yadav has all the shots, including a few not in any textbook save the one written by AB de Villiers. he also has a yen for making batting look easy, as he showed during four golden years with Mumbai Indians starting in 2018, during which they won the IPL title twice, thanks in no small part to his 1700-plus runs at a strike rate of around 140."
"T20I # 1873",India,"Suryakumar Yadav","Right hand Bat","Right arm Medium, Right arm Offbreak",Batter,India,Zimbabwe,"2022-11-06 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331163.png","Hard-hitting 360-degree batter Suryakumar Yadav has all the shots, including a few not in any textbook save the one written by AB de Villiers. he also has a yen for making batting look easy, as he showed during four golden years with Mumbai Indians starting in 2018, during which they won the IPL title twice, thanks in no small part to his 1700-plus runs at a strike rate of around 140."
"T20I # 1860",India,"Suryakumar Yadav","Right hand Bat","Right arm Medium, Right arm Offbreak",Batter,Bangladesh,India,"2022-11-02 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331163.png","Hard-hitting 360-degree batter Suryakumar Yadav has all the shots, including a few not in any textbook save the one written by AB de Villiers. he also has a yen for making batting look easy, as he showed during four golden years with Mumbai Indians starting in 2018, during which they won the IPL title twice, thanks in no small part to his 1700-plus runs at a strike rate of around 140."
"T20I # 1853",India,"Suryakumar Yadav","Right hand Bat","Right arm Medium, Right arm Offbreak",Batter,India,"South Africa","2022-10-30 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331163.png","Hard-hitting 360-degree batter Suryakumar Yadav has all the shots, including a few not in any textbook save the one written by AB de Villiers. he also has a yen for making batting look easy, as he showed during four golden years with Mumbai Indians starting in 2018, during which they won the IPL title twice, thanks in no small part to his 1700-plus runs at a strike rate of around 140."
"T20I # 1848",India,"Suryakumar Yadav","Right hand Bat","Right arm Medium, Right arm Offbreak",Batter,India,Netherlands,"2022-10-27 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331163.png","Hard-hitting 360-degree batter Suryakumar Yadav has all the shots, including a few not in any textbook save the one written by AB de Villiers. he also has a yen for making batting look easy, as he showed during four golden years with Mumbai Indians starting in 2018, during which they won the IPL title twice, thanks in no small part to his 1700-plus runs at a strike rate of around 140."
"T20I # 1842",India,"Suryakumar Yadav","Right hand Bat","Right arm Medium, Right arm Offbreak",Batter,India,Pakistan,"2022-10-23 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331163.png","Hard-hitting 360-degree batter Suryakumar Yadav has all the shots, including a few not in any textbook save the one written by AB de Villiers. he also has a yen for making batting look easy, as he showed during four golden years with Mumbai Indians starting in 2018, during which they won the IPL title twice, thanks in no small part to his 1700-plus runs at a strike rate of around 140."
"T20I # 1871","South Africa","Tabraiz Shamsi","Right hand Bat","Left arm Wrist spin",Bowler,Netherlands,"South Africa","2022-11-06 00:00:00","Super 12",,"A left-arm wristspin bowler with ample variations and a good googly, Tabraiz Shamsi emerged as South Africa were starting to warm to the wave of spinners being produced at domestic levels, although it took a while for him to come through."
"T20I # 1861","South Africa","Tabraiz Shamsi","Right hand Bat","Left arm Wrist spin",Bowler,Pakistan,"South Africa","2022-11-03 00:00:00","Super 12",,"A left-arm wristspin bowler with ample variations and a good googly, Tabraiz Shamsi emerged as South Africa were starting to warm to the wave of spinners being produced at domestic levels, although it took a while for him to come through."
"T20I # 1853","South Africa","Tabraiz Shamsi","Right hand Bat","Left arm Wrist spin",Bowler,India,"South Africa","2022-10-30 00:00:00","Super 12",,"A left-arm wristspin bowler with ample variations and a good googly, Tabraiz Shamsi emerged as South Africa were starting to warm to the wave of spinners being produced at domestic levels, although it took a while for him to come through."
"T20I # 1847","South Africa","Tabraiz Shamsi","Right hand Bat","Left arm Wrist spin",Bowler,Bangladesh,"South Africa","2022-10-27 00:00:00","Super 12",,"A left-arm wristspin bowler with ample variations and a good googly, Tabraiz Shamsi emerged as South Africa were starting to warm to the wave of spinners being produced at domestic levels, although it took a while for him to come through."
"T20I # 1844","South Africa","Tabraiz Shamsi","Right hand Bat","Left arm Wrist spin",Bowler,"South Africa",Zimbabwe,"2022-10-24 00:00:00","Super 12",,"A left-arm wristspin bowler with ample variations and a good googly, Tabraiz Shamsi emerged as South Africa were starting to warm to the wave of spinners being produced at domestic levels, although it took a while for him to come through."
"T20I # 1872",Bangladesh,"Taskin Ahmed","Left hand Bat","Right arm Fast",Bowler,Bangladesh,Pakistan,"2022-11-06 00:00:00","Super 12",,"Even before he was anywhere near making his international debut, Taskin Ahmed became an internet sensation. A video of his spell against England Under-19s in 2012 found its way to Youtube, and the sight of a Bangladeshi fast bowler ripping it past batsman and hitting the wicketkeeper's gloves quite hard and high made people curious."
"T20I # 1860",Bangladesh,"Taskin Ahmed","Left hand Bat","Right arm Fast",Bowler,Bangladesh,India,"2022-11-02 00:00:00","Super 12",,"Even before he was anywhere near making his international debut, Taskin Ahmed became an internet sensation. A video of his spell against England Under-19s in 2012 found its way to Youtube, and the sight of a Bangladeshi fast bowler ripping it past batsman and hitting the wicketkeeper's gloves quite hard and high made people curious."
"T20I # 1851",Bangladesh,"Taskin Ahmed","Left hand Bat","Right arm Fast",Bowler,Bangladesh,Zimbabwe,"2022-10-30 00:00:00","Super 12",,"Even before he was anywhere near making his international debut, Taskin Ahmed became an internet sensation. A video of his spell against England Under-19s in 2012 found its way to Youtube, and the sight of a Bangladeshi fast bowler ripping it past batsman and hitting the wicketkeeper's gloves quite hard and high made people curious."
"T20I # 1847",Bangladesh,"Taskin Ahmed","Left hand Bat","Right arm Fast",Bowler,Bangladesh,"South Africa","2022-10-27 00:00:00","Super 12",,"Even before he was anywhere near making his international debut, Taskin Ahmed became an internet sensation. A video of his spell against England Under-19s in 2012 found its way to Youtube, and the sight of a Bangladeshi fast bowler ripping it past batsman and hitting the wicketkeeper's gloves quite hard and high made people curious."
"T20I # 1843",Bangladesh,"Taskin Ahmed","Left hand Bat","Right arm Fast",Bowler,Bangladesh,Netherlands,"2022-10-24 00:00:00","Super 12",,"Even before he was anywhere near making his international debut, Taskin Ahmed became an internet sensation. A video of his spell against England Under-19s in 2012 found its way to Youtube, and the sight of a Bangladeshi fast bowler ripping it past batsman and hitting the wicketkeeper's gloves quite hard and high made people curious."
"T20I # 1871","South Africa","Temba Bavuma","Right hand Bat","Right arm Medium","Middle order Batter",Netherlands,"South Africa","2022-11-06 00:00:00","Super 12",,"From the same street in Langa, a township outside Cape Town, where Thami Tsolekile and Malusi Siboto were raised, came Temba Bavuma. Unlike the wicketkeeper-batsman and medium-pacer, Bavuma is a specialist batsman and the first black African batsman picked in South Africa's Test squad."
"T20I # 1861","South Africa","Temba Bavuma","Right hand Bat","Right arm Medium","Middle order Batter",Pakistan,"South Africa","2022-11-03 00:00:00","Super 12",,"From the same street in Langa, a township outside Cape Town, where Thami Tsolekile and Malusi Siboto were raised, came Temba Bavuma. Unlike the wicketkeeper-batsman and medium-pacer, Bavuma is a specialist batsman and the first black African batsman picked in South Africa's Test squad."
"T20I # 1853","South Africa","Temba Bavuma","Right hand Bat","Right arm Medium","Middle order Batter",India,"South Africa","2022-10-30 00:00:00","Super 12",,"From the same street in Langa, a township outside Cape Town, where Thami Tsolekile and Malusi Siboto were raised, came Temba Bavuma. Unlike the wicketkeeper-batsman and medium-pacer, Bavuma is a specialist batsman and the first black African batsman picked in South Africa's Test squad."
"T20I # 1847","South Africa","Temba Bavuma","Right hand Bat","Right arm Medium","Middle order Batter",Bangladesh,"South Africa","2022-10-27 00:00:00","Super 12",,"From the same street in Langa, a township outside Cape Town, where Thami Tsolekile and Malusi Siboto were raised, came Temba Bavuma. Unlike the wicketkeeper-batsman and medium-pacer, Bavuma is a specialist batsman and the first black African batsman picked in South Africa's Test squad."
"T20I # 1844","South Africa","Temba Bavuma","Right hand Bat","Right arm Medium","Middle order Batter","South Africa",Zimbabwe,"2022-10-24 00:00:00","Super 12",,"From the same street in Langa, a township outside Cape Town, where Thami Tsolekile and Malusi Siboto were raised, came Temba Bavuma. Unlike the wicketkeeper-batsman and medium-pacer, Bavuma is a specialist batsman and the first black African batsman picked in South Africa's Test squad."
"T20I # 1873",Zimbabwe,"Tendai Chatara","Right hand Bat","Right arm Fast medium",Bowler,India,Zimbabwe,"2022-11-06 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316683.png","The first thing one notices when watching Tendai Chatara bowl is his curiously lopsided action, his left arm almost glued to his side as he rushes through the crease. But at the other end of that action there have been wickets - and lots of them. A tall, wiry fast bowler with appreciable pace and the ability to move the ball away from the right hander, Chatara has risen quickly to prominence since his first-class debut for Mountaineers in 2009. Naturally athletic, he had represented his home province of Manicaland in 200 and 400 metre events while in high school and soon found his calling in cricket."
"T20I # 1859",Zimbabwe,"Tendai Chatara","Right hand Bat","Right arm Fast medium",Bowler,Netherlands,Zimbabwe,"2022-11-02 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316683.png","The first thing one notices when watching Tendai Chatara bowl is his curiously lopsided action, his left arm almost glued to his side as he rushes through the crease. But at the other end of that action there have been wickets - and lots of them. A tall, wiry fast bowler with appreciable pace and the ability to move the ball away from the right hander, Chatara has risen quickly to prominence since his first-class debut for Mountaineers in 2009. Naturally athletic, he had represented his home province of Manicaland in 200 and 400 metre events while in high school and soon found his calling in cricket."
"T20I # 1851",Zimbabwe,"Tendai Chatara","Right hand Bat","Right arm Fast medium",Bowler,Bangladesh,Zimbabwe,"2022-10-30 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316683.png","The first thing one notices when watching Tendai Chatara bowl is his curiously lopsided action, his left arm almost glued to his side as he rushes through the crease. But at the other end of that action there have been wickets - and lots of them. A tall, wiry fast bowler with appreciable pace and the ability to move the ball away from the right hander, Chatara has risen quickly to prominence since his first-class debut for Mountaineers in 2009. Naturally athletic, he had represented his home province of Manicaland in 200 and 400 metre events while in high school and soon found his calling in cricket."
"T20I # 1849",Zimbabwe,"Tendai Chatara","Right hand Bat","Right arm Fast medium",Bowler,Pakistan,Zimbabwe,"2022-10-27 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316683.png","The first thing one notices when watching Tendai Chatara bowl is his curiously lopsided action, his left arm almost glued to his side as he rushes through the crease. But at the other end of that action there have been wickets - and lots of them. A tall, wiry fast bowler with appreciable pace and the ability to move the ball away from the right hander, Chatara has risen quickly to prominence since his first-class debut for Mountaineers in 2009. Naturally athletic, he had represented his home province of Manicaland in 200 and 400 metre events while in high school and soon found his calling in cricket."
"T20I # 1844",Zimbabwe,"Tendai Chatara","Right hand Bat","Right arm Fast medium",Bowler,"South Africa",Zimbabwe,"2022-10-24 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316683.png","The first thing one notices when watching Tendai Chatara bowl is his curiously lopsided action, his left arm almost glued to his side as he rushes through the crease. But at the other end of that action there have been wickets - and lots of them. A tall, wiry fast bowler with appreciable pace and the ability to move the ball away from the right hander, Chatara has risen quickly to prominence since his first-class debut for Mountaineers in 2009. Naturally athletic, he had represented his home province of Manicaland in 200 and 400 metre events while in high school and soon found his calling in cricket."
"T20I # 1838",Zimbabwe,"Tendai Chatara","Right hand Bat","Right arm Fast medium",Bowler,Scotland,Zimbabwe,"2022-10-21 00:00:00",Qualifier,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316683.png","The first thing one notices when watching Tendai Chatara bowl is his curiously lopsided action, his left arm almost glued to his side as he rushes through the crease. But at the other end of that action there have been wickets - and lots of them. A tall, wiry fast bowler with appreciable pace and the ability to move the ball away from the right hander, Chatara has risen quickly to prominence since his first-class debut for Mountaineers in 2009. Naturally athletic, he had represented his home province of Manicaland in 200 and 400 metre events while in high school and soon found his calling in cricket."
"T20I # 1834",Zimbabwe,"Tendai Chatara","Right hand Bat","Right arm Fast medium",Bowler,"West Indies",Zimbabwe,"2022-10-19 00:00:00",Qualifier,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316683.png","The first thing one notices when watching Tendai Chatara bowl is his curiously lopsided action, his left arm almost glued to his side as he rushes through the crease. But at the other end of that action there have been wickets - and lots of them. A tall, wiry fast bowler with appreciable pace and the ability to move the ball away from the right hander, Chatara has risen quickly to prominence since his first-class debut for Mountaineers in 2009. Naturally athletic, he had represented his home province of Manicaland in 200 and 400 metre events while in high school and soon found his calling in cricket."
"T20I # 1828",Zimbabwe,"Tendai Chatara","Right hand Bat","Right arm Fast medium",Bowler,Ireland,Zimbabwe,"2022-10-17 00:00:00",Qualifier,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316683.png","The first thing one notices when watching Tendai Chatara bowl is his curiously lopsided action, his left arm almost glued to his side as he rushes through the crease. But at the other end of that action there have been wickets - and lots of them. A tall, wiry fast bowler with appreciable pace and the ability to move the ball away from the right hander, Chatara has risen quickly to prominence since his first-class debut for Mountaineers in 2009. Naturally athletic, he had represented his home province of Manicaland in 200 and 400 metre events while in high school and soon found his calling in cricket."
"T20I # 1864",Australia,"Tim David","Right hand Bat","Right arm Offbreak","Middle order Batter",Australia,Afghanistan,"2022-11-04 00:00:00","Super 12",,"Mumbai Indians' decision to sign Tim David for INR 8.25 crore (AUD 1.5 million) at the 2022 IPL auction confirmed two things. Firstly, that the game's formats had diverged so much that a man without a state contract or even a first-class appearance to his name could be worth such a sum; and secondly, that David had become one of the world's most sought-after T20 finishers over the previous 12 months."
"T20I # 1855",Australia,"Tim David","Right hand Bat","Right arm Offbreak","Middle order Batter",Australia,Ireland,"2022-10-31 00:00:00","Super 12",,"Mumbai Indians' decision to sign Tim David for INR 8.25 crore (AUD 1.5 million) at the 2022 IPL auction confirmed two things. Firstly, that the game's formats had diverged so much that a man without a state contract or even a first-class appearance to his name could be worth such a sum; and secondly, that David had become one of the world's most sought-after T20 finishers over the previous 12 months."
"T20I # 1849b",Australia,"Tim David","Right hand Bat","Right arm Offbreak","Middle order Batter",Australia,England,"2022-10-28 00:00:00","Super 12",,"Mumbai Indians' decision to sign Tim David for INR 8.25 crore (AUD 1.5 million) at the 2022 IPL auction confirmed two things. Firstly, that the game's formats had diverged so much that a man without a state contract or even a first-class appearance to his name could be worth such a sum; and secondly, that David had become one of the world's most sought-after T20 finishers over the previous 12 months."
"T20I # 1845",Australia,"Tim David","Right hand Bat","Right arm Offbreak","Middle order Batter",Australia,"Sri Lanka","2022-10-25 00:00:00","Super 12",,"Mumbai Indians' decision to sign Tim David for INR 8.25 crore (AUD 1.5 million) at the 2022 IPL auction confirmed two things. Firstly, that the game's formats had diverged so much that a man without a state contract or even a first-class appearance to his name could be worth such a sum; and secondly, that David had become one of the world's most sought-after T20 finishers over the previous 12 months."
"T20I # 1839",Australia,"Tim David","Right hand Bat","Right arm Offbreak","Middle order Batter",Australia,"New Zealand","2022-10-22 00:00:00","Super 12",,"Mumbai Indians' decision to sign Tim David for INR 8.25 crore (AUD 1.5 million) at the 2022 IPL auction confirmed two things. Firstly, that the game's formats had diverged so much that a man without a state contract or even a first-class appearance to his name could be worth such a sum; and secondly, that David had become one of the world's most sought-after T20 finishers over the previous 12 months."
"T20I # 1871",Netherlands,"Tim Pringle","Right hand Bat","Slow Left arm Orthodox",Allrounder,Netherlands,"South Africa","2022-11-06 00:00:00","Super 12",,
"T20I # 1859",Netherlands,"Tim Pringle","Right hand Bat","Slow Left arm Orthodox",Allrounder,Netherlands,Zimbabwe,"2022-11-02 00:00:00","Super 12",,
"T20I # 1852",Netherlands,"Tim Pringle","Right hand Bat","Slow Left arm Orthodox",Allrounder,Netherlands,Pakistan,"2022-10-30 00:00:00","Super 12",,
"T20I # 1848",Netherlands,"Tim Pringle","Right hand Bat","Slow Left arm Orthodox",Allrounder,India,Netherlands,"2022-10-27 00:00:00","Super 12",,
"T20I # 1843",Netherlands,"Tim Pringle","Right hand Bat","Slow Left arm Orthodox",Allrounder,Bangladesh,Netherlands,"2022-10-24 00:00:00","Super 12",,
"T20I # 1835",Netherlands,"Tim Pringle","Right hand Bat","Slow Left arm Orthodox",Allrounder,Netherlands,"Sri Lanka","2022-10-20 00:00:00",Qualifier,,
"T20I # 1830",Netherlands,"Tim Pringle","Right hand Bat","Slow Left arm Orthodox",Allrounder,Namibia,Netherlands,"2022-10-18 00:00:00",Qualifier,,
"T20I # 1825",Netherlands,"Tim Pringle","Right hand Bat","Slow Left arm Orthodox",Allrounder,Netherlands,U.A.E.,"2022-10-16 00:00:00",Qualifier,,
"T20I # 1877","New Zealand","Tim Southee","Right hand Bat","Right arm Medium fast",Bowler,"New Zealand",Pakistan,"2022-11-09 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316596.png","Tim Southee, a right-arm swing bowler, burst upon the international scene in great style. He was still only 19, with only one T20I cap behind him, and fresh from a Player-of-the-Tournament performance at the 2008 Under-19 World Cup when he was handed a Test debut against England in Napier. Southee responded with 5 for 55 before smashing 77 off 40 balls in the second innings with nine sixes."
"T20I # 1862","New Zealand","Tim Southee","Right hand Bat","Right arm Medium fast",Bowler,Ireland,"New Zealand","2022-11-04 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316596.png","Tim Southee, a right-arm swing bowler, burst upon the international scene in great style. He was still only 19, with only one T20I cap behind him, and fresh from a Player-of-the-Tournament performance at the 2008 Under-19 World Cup when he was handed a Test debut against England in Napier. Southee responded with 5 for 55 before smashing 77 off 40 balls in the second innings with nine sixes."
"T20I # 1858","New Zealand","Tim Southee","Right hand Bat","Right arm Medium fast",Bowler,England,"New Zealand","2022-11-01 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316596.png","Tim Southee, a right-arm swing bowler, burst upon the international scene in great style. He was still only 19, with only one T20I cap behind him, and fresh from a Player-of-the-Tournament performance at the 2008 Under-19 World Cup when he was handed a Test debut against England in Napier. Southee responded with 5 for 55 before smashing 77 off 40 balls in the second innings with nine sixes."
"T20I # 1850","New Zealand","Tim Southee","Right hand Bat","Right arm Medium fast",Bowler,"New Zealand","Sri Lanka","2022-10-29 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316596.png","Tim Southee, a right-arm swing bowler, burst upon the international scene in great style. He was still only 19, with only one T20I cap behind him, and fresh from a Player-of-the-Tournament performance at the 2008 Under-19 World Cup when he was handed a Test debut against England in Napier. Southee responded with 5 for 55 before smashing 77 off 40 balls in the second innings with nine sixes."
"T20I # 1846a","New Zealand","Tim Southee","Right hand Bat","Right arm Medium fast",Bowler,Afghanistan,"New Zealand","2022-10-26 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316596.png","Tim Southee, a right-arm swing bowler, burst upon the international scene in great style. He was still only 19, with only one T20I cap behind him, and fresh from a Player-of-the-Tournament performance at the 2008 Under-19 World Cup when he was handed a Test debut against England in Napier. Southee responded with 5 for 55 before smashing 77 off 40 balls in the second innings with nine sixes."
"T20I # 1839","New Zealand","Tim Southee","Right hand Bat","Right arm Medium fast",Bowler,Australia,"New Zealand","2022-10-22 00:00:00","Super 12","https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316596.png","Tim Southee, a right-arm swing bowler, burst upon the international scene in great style. He was still only 19, with only one T20I cap behind him, and fresh from a Player-of-the-Tournament performance at the 2008 Under-19 World Cup when he was handed a Test debut against England in Napier. Southee responded with 5 for 55 before smashing 77 off 40 balls in the second innings with nine sixes."
"T20I # 1871",Netherlands,"Timm van der Gugten","Right hand Bat","Right arm Fast medium",Bowler,Netherlands,"South Africa","2022-11-06 00:00:00","Super 12",,"Timm van der Gugten, born in Sydney, made his first-class debut for New South Wales in November 2011. He was called up to the Netherlands the following year for World Twenty20 in the West Indies and made his debut at 21. He also represented the Netherlands at two subsequent World Twenty20s where he has carried one of their most potent threats."
"T20I # 1859",Netherlands,"Timm van der Gugten","Right hand Bat","Right arm Fast medium",Bowler,Netherlands,Zimbabwe,"2022-11-02 00:00:00","Super 12",,"Timm van der Gugten, born in Sydney, made his first-class debut for New South Wales in November 2011. He was called up to the Netherlands the following year for World Twenty20 in the West Indies and made his debut at 21. He also represented the Netherlands at two subsequent World Twenty20s where he has carried one of their most potent threats."
"T20I # 1852",Netherlands,"Timm van der Gugten","Right hand Bat","Right arm Fast medium",Bowler,Netherlands,Pakistan,"2022-10-30 00:00:00","Super 12",,"Timm van der Gugten, born in Sydney, made his first-class debut for New South Wales in November 2011. He was called up to the Netherlands the following year for World Twenty20 in the West Indies and made his debut at 21. He also represented the Netherlands at two subsequent World Twenty20s where he has carried one of their most potent threats."
"T20I # 1848",Netherlands,"Timm van der Gugten","Right hand Bat","Right arm Fast medium",Bowler,India,Netherlands,"2022-10-27 00:00:00","Super 12",,"Timm van der Gugten, born in Sydney, made his first-class debut for New South Wales in November 2011. He was called up to the Netherlands the following year for World Twenty20 in the West Indies and made his debut at 21. He also represented the Netherlands at two subsequent World Twenty20s where he has carried one of their most potent threats."
"T20I # 1843",Netherlands,"Timm van der Gugten","Right hand Bat","Right arm Fast medium",Bowler,Bangladesh,Netherlands,"2022-10-24 00:00:00","Super 12",,"Timm van der Gugten, born in Sydney, made his first-class debut for New South Wales in November 2011. He was called up to the Netherlands the following year for World Twenty20 in the West Indies and made his debut at 21. He also represented the Netherlands at two subsequent World Twenty20s where he has carried one of their most potent threats."
"T20I # 1835",Netherlands,"Timm van der Gugten","Right hand Bat","Right arm Fast medium",Bowler,Netherlands,"Sri Lanka","2022-10-20 00:00:00",Qualifier,,"Timm van der Gugten, born in Sydney, made his first-class debut for New South Wales in November 2011. He was called up to the Netherlands the following year for World Twenty20 in the West Indies and made his debut at 21. He also represented the Netherlands at two subsequent World Twenty20s where he has carried one of their most potent threats."
"T20I # 1830",Netherlands,"Timm van der Gugten","Right hand Bat","Right arm Fast medium",Bowler,Namibia,Netherlands,"2022-10-18 00:00:00",Qualifier,,"Timm van der Gugten, born in Sydney, made his first-class debut for New South Wales in November 2011. He was called up to the Netherlands the following year for World Twenty20 in the West Indies and made his debut at 21. He also represented the Netherlands at two subsequent World Twenty20s where he has carried one of their most potent threats."
